,a2c,ddpg,td3,ppo,sac,mean var,dji
2022-03-30,979994.6325407182,1062183.2719103394,1032823.7862111203,970566.3391169559,998148.2782733459,1074147.4759825212,1026287.2324033914
2022-03-31,967343.4221067582,1043585.6513506469,1017732.190725433,957154.6019080936,982089.8360545654,1050562.5220979876,1010251.2934741717
2022-04-01,977020.1992826615,1047975.9435564574,1020943.2551709287,961054.3187414333,985242.8507411499,1053976.2146291398,1014327.3900168579
2022-04-04,984641.639498726,1051453.2918688355,1023320.9556103818,968721.2883171893,990895.6570918579,1065181.511086371,1017345.7429775272
2022-04-05,976324.7069273149,1045161.6581560668,1013545.1639195554,953606.2171950962,980745.0669925231,1060842.365879274,1009168.4007440506
2022-04-06,960832.2516813432,1039274.5735003051,1008441.6214047543,940461.6069981891,970247.41840625,1054384.871419048,1004953.9269882677
2022-04-07,960874.2174558793,1042592.5040728148,1011223.7941685788,938018.7200062037,973005.4080111999,1062172.9700647704,1007490.1218470535
2022-04-08,957491.7648344194,1052230.0500628052,1013833.3779812924,934977.1471183253,976688.5820109863,1070272.3604788133,1011497.257377292
2022-04-11,945459.4372129594,1039346.6670061644,1001583.6081982724,924477.3962607853,963750.0799586792,1050015.2351036717,999464.4710815522
2022-04-12,938996.3338651811,1039032.0598589476,999502.7815114133,919485.6656960498,962364.8570086975,1050625.7986882182,996909.0445212752
2022-04-13,948914.2489957963,1050173.4924456177,1012164.4618435971,927284.5516663829,972681.6545970459,1063361.1555061438,1006937.1819799184
2022-04-14,938895.7011900102,1049717.6316362915,1008709.449068176,920316.8331391155,964032.745787384,1047720.5147505816,1003634.7915818405
2022-04-18,936567.5548429643,1048767.475393921,1007406.5677434079,919021.5833731586,966002.910177948,1042227.8879931964,1002482.9378392716
2022-04-19,951988.1175871049,1065106.901350647,1022584.47566806,937259.3755223514,982217.8957011718,1058780.6985176154,1017034.6218421602
2022-04-20,954740.8033933793,1073384.8944155273,1028302.4652310483,939966.7488112346,987632.8916270752,1069576.6060927212,1024305.6843674944
2022-04-21,946366.3896513139,1059223.3304888306,1018542.3242398374,926715.6874190189,973417.2201182861,1056940.2827470386,1013584.2952787653
2022-04-22,916213.3318510209,1021958.5051485595,990638.7745381467,901168.7541322223,946672.7232348938,1023893.434874298,984995.1761430401
2022-04-25,922273.5075864946,1026342.3074938353,1001181.5442830197,910229.8192419711,955336.6434466857,1032774.1582345956,991930.4235731044
2022-04-26,896363.6574278031,999315.1688753661,978040.0204068295,885813.4616636898,933374.1021220703,1004746.953100773,968354.405891774
2022-04-27,914154.7596006547,1005458.8069368895,975588.9776249997,892178.9213051235,935792.3308627624,1008214.9962689833,970153.3096620296
2022-04-28,936415.5568266069,1029060.1634890136,987943.5260449521,917752.7427574322,954213.8639094848,1042381.5937231075,988053.8132594957
2022-04-29,909145.7735929643,1001610.4106203612,962557.7737561337,886804.2370431415,924944.4921748657,1007030.3024597436,960693.5884693546
2022-05-02,914041.6110105668,1006332.927382141,965513.9450017087,887011.4726970302,932130.8758304138,1009367.2258695104,963149.1012195174
